user_id,age,gender,country,occupation,income_level,years_gaming,preferred_genre,platform,device_type,rank_tier,daily_playtime_hours,weekly_play_sessions,late_night_sessions_hours,weekend_playtime_hours,consecutive_hours_max,multiplayer_ratio,toxic_chat_reports,rage_quit_frequency,in_game_purchases,monthly_spending_usd,lootbox_openings,subscription_status,stress_score,loneliness_score,dopamine_dependency_index,self_control_score,impulsiveness_score,anxiety_level,depression_indicator,emotional_stability,sleep_hours,exercise_frequency_per_week,caffeine_intake_cups_day,social_interaction_hours,relationship_status,gpa_or_performance_score,missed_deadlines,productivity_drop_percent,absenteeism_days,internet_speed_mbps,screen_time_total_hours,behavioral_cluster,addiction_score,addiction_binary,addiction_severity,burnout_probability,mental_health_risk_score,churn_probability
USR000151,15,Male,China,Student,Upper-Middle,3,Strategy,PC+Console,Mid-range PC,Platinum,3.0,5,2.6,2.9,1.8,0.37,21,6,5,41.16,12,Basic,6.1,3.1,2.5,7.1,4.5,5.3,3.0,3.3,5.2,5,2,5.2,Single,2.6,4,0,8,31.5,4.6,Toxic Competitor,34.04,0,Mild,1,0.415,0.576
USR000152,14,Female,UK,Employed,Middle,2,Sports,PC+Console,Mixed,Gold,7.0,4,3.3,11.1,8.7,0.6,1,0,9,67.33,11,Premium,10,5.4,4.2,5.9,5.5,8.3,4.6,3.4,6.6,1,0,1.8,Single,4.0,4,0,2,124.8,9.9,Escape Seeker,45.1,0,Moderate,1,0.645,1
USR000153,30,Female,India,Employed,Middle,18,Horror,Mobile,Mixed,Diamond,5.4,6,1.4,9.4,9.5,0.23,2,2,0,48.33,14,Basic,5.4,7.3,3.0,5.1,5.6,4.5,6.0,5.7,7.2,0,4,0,Married,4.0,3,17.6,5,69.4,6.8,Escape Seeker,31.34,0,Mild,1,0.525,0.857
USR000154,27,Non-binary,UK,Employed,Low,15,Horror,PC,Mobile,Master,7.9,10,2.3,12.5,13.7,0.42,5,0,9,22.4,7,None,6.8,4.9,6.5,7.4,4.4,4.9,6.0,5.8,7.4,2,0,2.6,In a relationship,4.0,3,5.0,9,177.9,11.1,Competitive Grinder,45.54,0,Moderate,1,0.545,0.749
USR000155,30,Male,India,Student,Lower-Middle,18,FPS,Console,Mixed,Bronze,3.8,4,0.8,5.0,4.2,0.42,1,1,8,11.25,10,None,8.8,5.6,3.2,10,1,8.2,4.4,6.3,6.2,1,2,2.1,Single,3.0,0,19.6,4,142.2,6.1,Social Gamer,21.2,0,Mild,1,0.63,0.901
USR000156,19,Male,UK,Student,Low,7,FPS,PC,High-end PC,Silver,6.5,11,2.2,13.7,10.9,0.56,1,3,0,2.88,4,None,6.4,4.6,6.0,8.6,2.6,5.5,4.1,4.9,6.2,3,4,1.6,In a relationship,2.86,0,22.7,1,99.7,9.3,Social Gamer,39.91,0,Mild,1,0.48,0.857
USR000157,20,Female,Other,Employed,Middle,8,Battle Royale,PC,Laptop,Platinum,2.2,1,0.2,3.5,1.7,0.4,0,0,3,20.67,2,None,4.5,4.6,1,8.5,3.4,5.3,3.3,7.2,7.0,2,4,1.0,Prefer not to say,4.0,0,14.8,3,93.7,3.7,Social Gamer,12.61,0,None,1,0.43,0.773
USR000158,13,Female,Canada,Employed,Upper-Middle,1,MMORPG,Console,Mixed,Unranked,5.8,5,2.6,5.1,8.5,0.5,1,0,3,25.3,1,None,6.1,9.4,4.0,9.8,1,5.5,5.7,6.7,5.7,0,2,0.5,In a relationship,4.0,3,20.9,7,45.7,8.7,Escape Seeker,27.7,0,Mild,1,0.56,0.829
USR000159,18,Male,USA,Student,Lower-Middle,4,Horror,PC+Console,Mobile,Gold,9.2,9,2.1,7.4,13.9,0.17,0,3,1,25.59,6,Ultimate,3.3,8.3,5.9,6.9,7.6,3.1,5.4,8.5,4.7,1,4,0,Single,3.1,3,26.9,7,94.1,11.0,Streamer/Creator,45.88,0,Moderate,1,0.425,0.788
USR000160,18,Male,Germany,Unemployed,Middle,6,Sports,PC+Console,Mid-range PC,Silver,0.5,1,0.9,0.5,1,0.38,1,1,15,66.7,22,Ultimate,2.9,8.2,1,2.8,6.8,6.7,6.0,10,7.9,2,2,1.8,Married,4.0,0,9.3,0,163.6,2.8,Casual Enjoyer,23.2,0,Mild,1,0.635,0.886
USR000161,29,Female,USA,Employed,Middle,17,MMORPG,PC,Mobile,Silver,11.4,15,4.4,20,17.2,0.28,0,2,8,77.28,19,Basic,10,4.6,6.6,9.3,5.2,7.5,4.5,4.5,6.2,0,3,0.1,Single,4.0,1,27.7,10,51.3,13.6,Streamer/Creator,55.9,1,Moderate,1,0.6,0.745
USR000162,16,Male,India,Employed,High,1,Horror,PC,Console,Bronze,9.4,13,4.1,11.4,17.5,0.26,3,0,0,48.93,13,Basic,5.5,7.7,6.4,8.9,1.6,4.4,7.0,8.3,6.4,0,0,0,Single,4.0,3,30.4,7,137.0,11.8,Competitive Grinder,44.25,0,Moderate,1,0.57,0.887
USR000163,23,Female,Japan,Employed,Lower-Middle,11,Casual,PC,Console,Bronze,9.9,14,3.8,9.9,13.0,0.53,2,3,0,51.23,8,Basic,5.8,1.5,6.7,3.9,5.9,4.7,1.5,7.8,6.3,0,2,4.0,In a relationship,4.0,0,25.9,9,5,11.4,Streamer/Creator,58.26,1,Moderate,1,0.31,0.858
USR000164,18,Female,Germany,Employed,High,6,Casual,PC,Laptop,Diamond,10.7,11,4.3,15.5,18.3,0.78,0,1,5,7.7,0,None,9.6,5.5,6.2,10,1,5.4,6.1,3.7,5.9,0,5,1.3,Single,4.0,5,41.1,7,119.3,13.4,Streamer/Creator,43.75,0,Moderate,1,0.575,0.692
USR000165,23,Male,USA,Employed,Lower-Middle,11,RPG,PC,Mobile,Silver,9.5,11,3.2,7.6,16.9,0.41,8,0,0,28.14,2,Basic,7.9,4.0,5.8,8.7,2.8,5.9,2.7,3.4,5.9,1,1,0,Single,4.0,5,39.6,7,61.0,10.3,Competitive Grinder,46.31,0,Moderate,1,0.43,0.865
USR000166,32,Female,India,Employed,Middle,20,Strategy,Mobile,Mixed,Platinum,7.4,11,2.4,10.1,15.4,0.82,6,1,6,44.13,5,Ultimate,8.6,5.1,4.3,5.2,7.2,8.8,,5.4,7.1,1,2,2.9,Single,4.0,5,39.4,5,126.8,9.1,Binge Player,49.6,0,Moderate,1,0.67,0.895
USR000167,27,Prefer not to say,USA,Employed,Middle,15,Strategy,PC+Mobile,Mid-range PC,Platinum,7.9,8,3.3,7.9,14.1,0.62,4,4,2,33.02,12,Premium,6.5,3.8,4.8,9.1,3.7,3.4,3.9,7.4,6.1,0,0,0.6,Married,4.0,0,31.5,8,49.7,10.5,Competitive Grinder,44.69,0,Moderate,1,0.365,0.787
USR000168,29,Male,Japan,Employed,Upper-Middle,17,Sandbox,PC,High-end PC,Gold,8.5,5,3.7,10.5,13.7,0.3,0,3,7,57.56,13,None,9.7,5.9,5.3,4.7,5.4,6.7,7.1,5.3,6.0,1,5,3.3,In a relationship,4.0,3,22.2,4,20.9,9.5,Streamer/Creator,54.22,1,Moderate,1,0.69,0.934
USR000169,23,Female,USA,Unemployed,Low,11,RPG,PC,Console,Platinum,7.1,9,2.2,8.6,10.1,0.04,7,0,1,0,0,None,7.5,2.5,5.9,4.8,6.6,5.3,4.2,2.3,8.1,1,3,2.0,Divorced,4.0,4,0,7,131.6,8.7,Competitive Grinder,47.26,0,Moderate,1,0.475,0.904
USR000170,13,Male,USA,Student,Lower-Middle,1,Strategy,Mobile,High-end PC,Platinum,6.7,9,2.0,8.0,10.3,0.36,1,0,0,4.96,0,Ultimate,6.0,4.6,5.5,10,1,4.0,3.0,9.3,6.0,2,3,2.2,Prefer not to say,,2,13.5,13,114.6,7.6,Escape Seeker,33.5,0,Mild,1,0.35,0.622
USR000171,32,Male,India,Employed,Lower-Middle,20,MMORPG,PC,Console,Silver,6.3,8,2.3,9.3,12.5,0.28,2,0,0,49.88,10,Ultimate,6.2,4.1,6.5,7.3,4.5,4.4,4.9,3.7,6.1,1,1,1.3,In a relationship,4.0,1,21.7,6,102.3,8.6,Escape Seeker,40.94,0,Moderate,1,0.465,0.919
USR000172,28,Female,Indonesia,Employed,Low,16,Casual,PC,Mixed,Bronze,7.0,9,2.5,11.5,8.5,0.49,4,6,5,7.74,4,Basic,6.9,1.7,5.7,2.7,7.0,6.1,3.1,8.1,5.2,3,2,4.0,Single,,1,20.0,4,157.9,9.5,Competitive Grinder,54.1,1,Moderate,1,0.46,0.795
USR000173,13,Male,Mexico,Streamer/Content Creator,High,1,Sports,Console,Console,Master,9.6,11,5.2,7.7,18.7,0.73,1,3,16,118.12,19,Premium,7.5,5.0,5.6,7.3,5.4,6.0,6.5,7.5,4.4,0,3,1.6,In a relationship,4.0,5,22.1,8,178.8,11.3,Streamer/Creator,54.82,1,Moderate,1,0.625,0.879
USR000174,17,Male,Mexico,Freelancer,Lower-Middle,1,Strategy,PC,Console,Gold,10.2,11,3.1,16.0,12.8,0.62,2,0,7,7.32,6,Ultimate,7.0,5.8,8.6,6.1,5.3,6.5,5.0,5.9,5.0,0,1,2.5,In a relationship,4.0,4,31.5,11,79.1,12.5,Binge Player,56.29,1,Moderate,1,0.575,0.853
USR000175,27,Male,UK,Freelancer,Lower-Middle,15,RPG,PC,High-end PC,Gold,4.8,5,1.8,8.4,7.7,0.37,0,5,10,18.81,5,Basic,2.6,4.6,3.6,8.2,5.1,3.0,1.0,7.5,8.2,1,3,2.2,Single,,0,0,8,22.2,8.8,Social Gamer,30.64,0,Mild,1,0.2,0.79
USR000176,27,Non-binary,Russia,Employed,Middle,15,Casual,Console,Mixed,Platinum,9.1,10,3.8,11.9,11.8,0.1,11,2,0,64.5,12,None,10,4.0,4.7,6.7,5.2,7.0,4.3,3.5,6.6,0,0,4.1,In a relationship,4.0,7,25.1,12,159.0,14.1,Competitive Grinder,49.11,0,Moderate,1,0.565,0.87
USR000177,17,Male,Indonesia,Employed,Low,5,FPS,PC,Console,Platinum,6.6,6,2.3,11.5,11.4,0.54,1,2,0,28.67,13,Premium,5.2,3.2,3.6,6.3,7.6,4.0,1.7,6.2,5.6,3,0,2.5,Single,,5,25.2,11,61.9,9.3,Escape Seeker,45.13,0,Moderate,1,0.285,0.516
USR000178,28,Female,Other,Employed,Lower-Middle,16,Battle Royale,Console,Mobile,Gold,8.3,11,2.0,11.0,16.2,0.98,4,0,0,13.0,0,Premium,6.4,3.0,6.2,7.1,4.1,7.1,3.4,4.0,7.1,0,3,0,Single,4.0,4,14.7,6,5,10.2,Binge Player,42.39,0,Moderate,1,0.525,0.763
USR000179,30,Female,Other,Employed,Lower-Middle,18,Casual,PC+Mobile,Laptop,Platinum,8.7,11,2.7,18.0,13.2,0.16,1,1,0,20.94,8,Premium,6.2,4.7,3.8,6.6,5.4,5.8,6.8,7.6,7.7,0,5,4.2,Married,4.0,0,41.7,6,67.1,11.6,Escape Seeker,44.79,0,Moderate,1,0.63,0.891
USR000180,18,Male,Russia,Student,Low,6,Strategy,Console,Mixed,Gold,10.1,11,2.7,17.4,17.0,0.12,3,0,4,35.94,5,None,5.8,6.0,6.5,6.8,4.5,3.5,3.9,6.7,8.0,1,2,0,Single,2.86,3,23.3,13,151.0,12.3,Binge Player,47.13,0,Moderate,1,0.37,0.73
USR000181,24,Male,South Korea,Unemployed,Upper-Middle,10,MMORPG,Mobile,Mid-range PC,Bronze,9.8,11,3.0,12.6,12.3,0.28,1,1,8,113.98,23,Ultimate,6.5,5.4,5.5,5.1,6.4,5.5,4.6,5.6,8.5,0,3,1.0,In a relationship,4.0,3,13.1,10,95.1,11.1,Streamer/Creator,51.44,1,Moderate,1,0.505,0.91
USR000182,18,Non-binary,UK,Student,Lower-Middle,6,Battle Royale,Mobile,Laptop,Bronze,1.4,1,0.2,1.8,1,0.73,0,0,11,54.85,10,Premium,5.0,2.0,1.1,4.5,5.8,5.0,4.9,6.4,9.5,0,4,2.6,In a relationship,3.52,0,0,2,122.7,4.9,Casual Enjoyer,19.25,0,None,1,0.495,0.94
USR000183,26,Non-binary,Canada,Employed,Middle,14,RPG,Console,Laptop,Silver,0.5,1,0.8,0.6,1,0.13,1,4,3,51.98,16,Basic,6.2,3.9,1.4,8.0,3.1,4.0,3.7,7.9,8.2,2,1,1.6,In a relationship,4.0,1,14.9,2,63.2,4.3,Casual Enjoyer,14.53,0,None,1,0.385,0.753
USR000184,30,Male,France,Streamer/Content Creator,Middle,16,Sports,PC+Console,Mixed,Unranked,3.5,4,2.1,5.7,7.0,0.48,2,0,3,53.62,13,Basic,5.2,2.3,2.5,4.3,7.9,4.8,2.8,7.5,6.6,0,3,0,In a relationship,4.0,8,0,9,69.1,6.6,Casual Enjoyer,38.82,0,Mild,1,0.38,0.953
USR000185,24,Male,India,Student,Middle,12,Battle Royale,PC,High-end PC,Platinum,5.5,5,0.6,7.0,10.0,0.71,0,1,12,23.73,0,Premium,6.8,4.1,2.7,7.9,3.7,3.9,4.2,5.6,7.0,1,2,2.9,Single,2.9,4,20.7,8,136.6,7.8,Social Gamer,28.96,0,Mild,1,0.405,0.767
USR000186,17,Male,USA,Unemployed,Low,5,Casual,Mobile,Laptop,Silver,8.6,12,4.7,12.2,13.5,0.31,4,4,0,12.1,0,Ultimate,8.3,5.3,4.7,6.8,4.8,6.2,4.4,5.9,3.4,0,4,1.8,Single,4.0,7,16.8,10,139.2,12.1,Competitive Grinder,53.41,1,Moderate,1,0.53,0.872
USR000187,28,Male,USA,Employed,Middle,16,Sandbox,PC,Console,Platinum,6.9,9,2.1,6.7,9.0,0.5,12,6,0,23.69,9,None,8.2,6.4,4.8,8.2,4.0,7.0,5.9,6.8,8.6,0,4,0.4,Single,4.0,3,18.8,4,108.6,9.6,Toxic Competitor,37.35,0,Mild,1,0.645,0.803
USR000188,22,Female,India,Employed,Lower-Middle,10,Horror,PC,Mid-range PC,Platinum,5.9,6,1.9,9.0,12.0,0.42,1,0,2,40.02,3,Premium,7.1,7.1,4.7,7.5,2.8,6.4,4.9,3.6,5.7,1,2,0.6,Single,4.0,1,12.1,4,5,8.4,Social Gamer,40.24,0,Moderate,1,0.565,0.844
USR000189,30,Female,Other,Freelancer,Middle,15,MMORPG,PC+Console,High-end PC,Gold,3.5,6,1.1,4.9,3.1,0.22,1,1,0,16.82,3,Premium,8.8,1.7,3.8,8.1,5.8,3.8,5.2,4.6,7.8,2,3,3.1,Divorced,4.0,3,0,3,29.3,5.3,Escape Seeker,29.87,0,Mild,1,0.45,0.658
USR000190,22,Male,Japan,Streamer/Content Creator,Lower-Middle,10,FPS,Mobile,Mid-range PC,Silver,6.2,8,1.5,6.6,11.7,0.57,30,5,19,69.75,9,Premium,8.3,5.0,4.4,3.3,7.9,6.5,5.3,4.2,5.4,3,2,1.6,Prefer not to say,4.0,3,29.5,4,75.1,7.4,Toxic Competitor,48.1,0,Moderate,1,0.59,0.971
USR000191,13,Male,USA,Employed,Middle,1,Casual,PC,Mid-range PC,Bronze,3.7,2,1.6,6.0,4.4,0.79,7,0,7,66.94,6,Basic,6.0,3.3,3.1,5.4,6.3,5.8,4.3,7.2,7.1,3,0,4.1,Single,4.0,4,4.2,4,92.0,6.0,Competitive Grinder,30.47,0,Mild,1,0.505,0.624
USR000192,22,Female,India,Employed,Lower-Middle,5,Sandbox,Mobile,Mixed,Unranked,10.0,14,4.0,15.5,12.2,0.37,6,5,0,24.19,2,Premium,5.7,8.0,6.8,6.5,4.0,6.2,6.3,10,7.1,0,5,3.9,Divorced,4.0,6,16.7,9,166.4,10.8,Binge Player,50.67,1,Moderate,1,0.625,0.97
USR000193,20,Non-binary,China,Streamer/Content Creator,Upper-Middle,8,MMORPG,PC+Console,Mid-range PC,Master,5.3,4,0.9,9.0,9.0,0.18,23,8,6,77.69,18,Basic,5.9,7.5,3.6,5.2,4.8,6.2,4.2,7.8,6.1,1,4,0,In a relationship,,3,4.4,3,69.4,5.9,Toxic Competitor,33.68,0,Mild,1,0.52,0.652
USR000194,23,Male,Indonesia,Streamer/Content Creator,Low,11,Sports,PC,Mid-range PC,Bronze,1.7,2,0,2.0,1.5,0.47,1,3,0,0,0,Basic,6.2,5.4,1,5.9,4.6,4.6,,7.4,8.4,2,2,2.7,Married,4.0,0,5.3,0,74.9,2.1,Social Gamer,20.35,0,Mild,1,0.435,0.824
USR000195,30,Male,USA,Employed,Lower-Middle,18,Strategy,Mobile,Laptop,Silver,7.7,7,2.1,9.9,13.0,0.86,2,2,3,28.9,4,Basic,9.1,1,5.0,4.0,8.1,5.2,,4.6,5.9,1,3,1.7,Single,4.0,5,25.0,7,46.6,9.7,Binge Player,52.72,1,Moderate,1,0.34,0.779
USR000196,23,Non-binary,India,Student,Middle,11,FPS,Console,Laptop,Silver,3.1,3,0.3,6.8,5.0,0.1,0,0,0,42.69,6,Ultimate,4.2,5.7,2.8,6.7,4.3,4.7,2.5,8.2,7.6,3,4,3.7,Prefer not to say,3.42,1,14.7,3,70.0,4.5,Casual Enjoyer,19.64,0,None,1,0.36,0.741
USR000197,22,Male,India,Employed,High,8,FPS,PC+Console,Mixed,Platinum,6.8,14,0.8,6.3,5.0,0.34,1,0,1,135.43,30,Basic,6.2,5.7,4.7,8.1,3.5,4.2,4.1,9.0,8.2,0,4,4.4,Single,4.0,7,6.1,9,87.7,8.3,Escape Seeker,33.85,0,Mild,1,0.415,0.841
USR000198,13,Male,USA,Student,Middle,1,FPS,Mobile,Mixed,Unranked,2.4,1,0.9,3.3,4.8,0.47,1,2,6,40.79,12,Premium,7.1,3.7,3.7,8.9,3.3,8.3,2.3,6.6,6.8,1,3,4.0,In a relationship,3.16,0,7.2,5,108.3,3.0,Casual Enjoyer,23.05,0,Mild,1,0.53,0.835
USR000199,27,Male,Germany,Student,Upper-Middle,15,Strategy,PC,Mixed,Silver,7.5,9,2.1,11.6,11.0,0.01,0,2,3,70.06,17,Premium,8.0,7.6,4.2,7.0,5.4,6.7,5.4,5.5,5.9,0,1,4.1,In a relationship,2.92,6,25.7,5,64.5,11.9,Competitive Grinder,41.05,0,Moderate,1,0.605,0.679
USR000200,18,Female,USA,Streamer/Content Creator,Middle,6,Sandbox,Mobile,Laptop,Platinum,7.3,6,1.9,8.0,14.9,0.48,17,10,5,22.93,5,Premium,8.6,4.5,4.6,8.2,3.9,5.5,7.4,6.9,7.7,3,3,0.4,Single,4.0,5,16.8,9,70.3,8.4,Toxic Competitor,38.94,0,Mild,1,0.645,0.949
USR000201,18,Female,Indonesia,Freelancer,Low,4,MMORPG,PC+Console,High-end PC,Gold,1.3,1,0,2.1,2.1,0,1,1,2,13.93,0,Basic,4.7,6.9,1.2,5.5,6.6,8.1,4.2,5.3,9.0,2,0,3.1,Single,,0,23.4,2,214.1,3.6,Casual Enjoyer,18.13,0,None,1,0.615,1
USR000202,25,Female,Australia,Employed,Lower-Middle,13,Horror,PC+Mobile,Mid-range PC,Grandmaster,9.0,10,2.2,8.6,15.2,0.15,5,3,5,72.03,9,None,8.3,3.5,4.9,3.2,7.0,7.2,2.5,5.7,7.9,2,3,3.6,In a relationship,4.0,3,21.2,5,5,11.9,Binge Player,53.25,1,Moderate,1,0.485,0.741
USR000203,19,Female,India,Employed,Lower-Middle,7,Strategy,Mobile,Mixed,Bronze,2.0,7,0,2.2,2.4,0.36,0,1,8,61.23,17,Basic,6.4,3.6,1.9,7.1,4.1,8.3,5.4,8.8,8.7,1,3,4.6,Single,4.0,3,5.4,0,66.4,6.7,Casual Enjoyer,20.2,0,Mild,1,0.685,0.869
USR000204,27,Non-binary,USA,Student,Low,15,Sandbox,Mobile,Mid-range PC,Bronze,3.9,7,1.8,5.6,8.9,0.55,17,8,0,29.3,2,Premium,2.8,6.8,3.9,4.1,7.6,4.7,7.0,7.8,4.4,4,4,0.9,Single,3.13,1,0,1,126.8,5.8,Toxic Competitor,44.74,0,Moderate,1,0.585,0.895
USR000205,30,Male,Japan,Streamer/Content Creator,Lower-Middle,16,Strategy,PC,Mixed,Silver,7.8,9,3.0,12.8,13.0,0.22,6,3,1,14.92,2,None,4.7,6.3,6.4,5.2,5.2,3.2,5.9,7.0,6.1,1,5,4.0,Single,4.0,4,13.0,7,47.6,9.5,Binge Player,52.19,1,Moderate,1,0.455,0.671
USR000206,24,Male,Brazil,Employed,Lower-Middle,12,Horror,PC+Mobile,Laptop,Diamond,7.2,12,3.5,10.7,9.7,0.37,1,0,6,25.41,3,None,7.4,3.0,5.9,7.9,3.5,7.1,3.5,4.2,4.2,3,0,3.3,Married,4.0,7,42.3,10,26.3,9.3,Social Gamer,46.6,0,Moderate,1,0.53,0.632
USR000207,31,Male,Japan,Student,Low,19,RPG,PC,Console,Platinum,6.9,5,2.4,10.9,12.5,0.57,2,3,2,0,0,None,5.1,4.4,3.4,1,9.0,3.3,5.9,7.6,7.3,1,3,0,In a relationship,2.78,2,10.5,13,175.5,9.1,Streamer/Creator,52.57,1,Moderate,1,0.46,0.965
USR000208,24,Male,France,Unemployed,Lower-Middle,12,Casual,Mobile,Mobile,Silver,3.4,3,0,6.9,7.1,0.22,1,0,0,43.02,13,None,7.8,3.2,3.0,9.0,5.9,5.8,4.3,5.2,7.1,1,5,3.7,Single,4.0,0,8.3,6,115.7,6.6,Casual Enjoyer,25.48,0,Mild,1,0.505,0.698
USR000209,15,Male,Brazil,Employed,Middle,2,MMORPG,PC,High-end PC,Bronze,1.5,1,0,2.0,4.7,0.19,0,1,2,23.78,1,None,3.9,3.2,1.8,5.6,6.4,4.6,5.8,6.3,6.9,4,0,3.5,Single,4.0,0,13.3,7,79.1,3.3,Casual Enjoyer,24.24,0,Mild,1,0.52,0.775
USR000210,27,Male,USA,Freelancer,Middle,15,FPS,PC+Console,Mobile,Gold,11.8,13,3.7,16.2,19.4,0.67,0,3,5,0,0,Basic,9.9,4.8,7.1,3.9,4.4,7.8,2.4,6.7,5.0,2,5,2.0,Prefer not to say,4.0,7,18.0,11,154.7,13.9,Streamer/Creator,68.0,1,Severe,1,0.51,0.788
USR000211,30,Prefer not to say,Japan,Unemployed,Upper-Middle,18,Casual,PC+Mobile,Mobile,Gold,6.8,11,3.0,8.2,5.3,0.72,4,3,8,73.34,9,Ultimate,7.4,3.0,6.0,7.2,3.5,4.7,,8.6,8.3,0,1,2.0,Married,4.0,4,17.3,5,178.7,9.6,Competitive Grinder,41.68,0,Moderate,1,0.345,0.8
USR000212,19,Female,China,Unemployed,Lower-Middle,7,MMORPG,Mobile,Mid-range PC,Silver,9.7,14,3.9,14.6,13.7,0.43,1,0,6,26.44,4,None,5.8,4.0,5.9,7.6,5.9,4.3,2.8,8.4,6.6,0,4,0.3,In a relationship,4.0,1,38.6,6,112.7,10.9,Streamer/Creator,52.62,1,Moderate,1,0.355,0.679
USR000213,16,Male,South Korea,Streamer/Content Creator,Middle,4,Battle Royale,Mobile,Console,Silver,6.1,9,2.8,10.2,8.2,0.53,12,5,1,70.16,17,None,9.5,6.2,3.9,2.9,8.6,8.6,6.7,3.9,6.4,4,3,0.6,Single,4.0,4,20.6,5,30.0,8.3,Toxic Competitor,54.35,1,Moderate,1,0.765,0.838
USR000214,28,Female,USA,Student,Middle,16,MMORPG,Console,Mid-range PC,Silver,7.3,9,1.8,10.1,13.2,0.32,2,3,0,34.51,2,Premium,7.8,6.1,5.7,6.0,5.9,6.5,4.3,3.8,6.8,2,4,1.6,In a relationship,3.03,2,24.2,2,170.8,7.5,Competitive Grinder,45.35,0,Moderate,1,0.54,0.881
USR000215,20,Female,UK,Student,Upper-Middle,8,Sports,PC+Mobile,Laptop,Gold,8.8,10,3.6,14.9,15.0,0.29,1,0,2,89.39,14,Basic,8.2,4.6,6.3,4.0,5.5,6.8,,6.8,4.9,3,2,3.1,In a relationship,3.24,3,15.5,6,24.3,9.6,Streamer/Creator,55.09,1,Moderate,1,0.565,0.793
USR000216,23,Male,China,Employed,Lower-Middle,11,MOBA,PC,Mid-range PC,Platinum,11.0,11,3.6,16.0,16.8,0.54,1,0,0,0,3,Premium,5.1,9.1,6.6,8.2,2.0,5.8,7.7,7.2,6.5,2,5,1.5,In a relationship,4.0,2,16.7,10,204.7,13.7,Streamer/Creator,47.86,0,Moderate,1,0.675,0.939
USR000217,20,Male,Germany,Freelancer,Middle,3,Casual,Console,Console,Gold,10.4,10,3.9,11.4,13.8,0.11,1,1,7,69.12,19,None,8.7,4.3,7.3,3.9,6.9,4.6,7.1,6.3,6.4,0,3,0.1,Single,4.0,3,17.5,11,50.1,15.1,Binge Player,59.1,1,Moderate,1,0.585,0.813
USR000218,23,Male,Australia,Employed,Upper-Middle,11,FPS,PC,High-end PC,Gold,9.1,9,2.8,8.3,20.1,0.72,24,6,8,115.96,26,None,9.5,5.1,5.5,3.7,7.2,6.3,8.2,5.6,6.3,3,4,2.7,Married,4.0,3,7.9,6,93.6,11.3,Toxic Competitor,50.69,1,Moderate,1,0.725,0.935
USR000219,35,Male,USA,Employed,Low,19,MOBA,PC,High-end PC,Unranked,4.9,7,2.1,5.2,11.3,0.7,7,1,5,18.69,2,Premium,10,1,4.4,6.2,7.0,5.1,1.7,8.1,7.8,2,4,4.0,Married,4.0,1,15.2,2,156.4,7.4,Competitive Grinder,36.61,0,Mild,1,0.34,0.681
USR000220,18,Non-binary,Germany,Student,Upper-Middle,6,Sandbox,PC,Mixed,Bronze,8.4,11,3.1,10.5,16.5,0.36,1,0,10,64.84,12,Premium,8.6,6.1,4.8,5.7,4.5,8.0,4.5,6.7,6.3,1,4,3.0,In a relationship,2.9,3,22.9,2,19.9,12.3,Binge Player,44.59,0,Moderate,1,0.625,0.726
USR000221,25,Male,Russia,Unemployed,Low,12,MMORPG,Console,Mixed,Gold,7.9,15,1.9,10.5,12.0,0.06,0,5,0,9.72,5,Premium,6.5,10,5.6,4.2,6.5,6.5,6.8,6.6,7.6,1,5,1.0,Single,4.0,1,3.6,8,46.8,10.0,Streamer/Creator,48.25,0,Moderate,1,0.665,0.888
USR000222,15,Male,Japan,Employed,High,3,Casual,PC,Console,Platinum,5.0,5,1.4,6.4,7.5,0.36,1,0,16,167.37,41,None,6.2,3.8,3.7,7.6,6.7,5.7,2.7,6.5,5.8,1,3,0.6,Single,4.0,1,21.1,7,44.2,5.7,Social Gamer,30.1,0,Mild,1,0.42,0.838
USR000223,14,Male,Other,Employed,Lower-Middle,2,FPS,PC,Mid-range PC,Bronze,10.0,12,3.8,10.6,16.5,0.37,1,0,0,20.94,3,Ultimate,8.5,5.6,7.3,5.9,5.3,4.8,5.3,4.3,5.4,0,0,1.4,In a relationship,4.0,2,23.3,7,213.3,11.8,Binge Player,59.61,1,Moderate,1,0.505,0.973
USR000224,21,Male,Russia,Freelancer,Lower-Middle,9,Sports,Console,High-end PC,Platinum,3.3,1,0.4,4.9,1.9,0.24,1,2,5,27.98,8,None,5.7,6.3,1,10,2.8,3.4,3.9,7.6,5.6,2,2,2.6,In a relationship,4.0,5,1.2,5,111.3,3.9,Social Gamer,19.33,0,None,1,0.365,0.743
USR000225,26,Male,South Korea,Unemployed,Low,14,Sports,Console,Mobile,Silver,3.0,3,1.0,3.4,2.9,0.46,0,1,8,7.78,5,Ultimate,6.5,4.8,3.8,6.0,3.9,3.9,5.9,5.6,8.1,0,2,2.7,Single,4.0,0,18.3,7,52.5,5.6,Casual Enjoyer,25.38,0,Mild,1,0.49,0.875
USR000226,25,Prefer not to say,USA,Employed,Middle,10,Horror,PC,Console,Bronze,5.1,7,1.2,7.2,10.5,0.81,0,3,8,57.66,16,Basic,7.5,6.7,5.9,7.1,5.2,5.5,5.4,3.5,7.4,1,3,3.2,Single,4.0,4,20.6,9,53.1,7.5,Social Gamer,34.97,0,Mild,1,0.545,0.743
